sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S01333,daglig,3921.35,0.162,17.33,3.85,0.132,18.9,0.769,3.2
S01334,daglig,13516.49,0.398,33.01,5.53,0.161,21.4,0.769,3.03
S01335,sesong,1661.0,0.856,52.19,11.95,0.176,352.8,0.125,3.46
S01336,premium,182.3,0.831,1155.23,8.17,0.345,426.4,0.238,1.6
S01337,kampanje,2539.96,0.641,90.61,5.68,0.258,80.5,0.482,16.43
S01338,kampanje,1783.73,1.116,87.98,12.38,0.343,52.3,0.691,17.44
S01339,reservedel,37.62,1.194,1996.71,34.97,0.47,1811.2,0.154,0.38
S01340,frossen,1891.11,0.23,170.24,18.66,0.389,427.3,0.508,4.04
S01341,premium,105.58,1.294,368.94,14.72,0.186,278.8,0.308,2.5
S01342,premium,122.1,0.582,1618.44,5.38,0.161,1102.9,0.354,1.54
S01343,ikke-mat,86.93,0.886,352.09,26.23,0.262,764.8,0.207,0.2
S01344,frossen,2926.29,0.21,165.09,12.37,0.338,334.4,0.535,5.84
S01345,premium,91.57,1.325,234.08,7.01,0.166,1329.6,0.102,1.48
S01346,kampanje,1804.45,0.974,48.97,12.74,0.347,94.8,0.443,17.79
S01347,kampanje,3071.59,0.772,23.89,4.82,0.211,33.7,0.361,18.29
S01348,premium,116.6,1.43,1198.08,14.23,0.187,1074.7,0.184,1.56
S01349,daglig,2421.12,0.22,46.83,2.42,0.105,7.6,0.468,6.17
S01350,reservedel,17.73,0.927,3162.63,42.0,0.358,2240.2,0.156,0.94
S01351,premium,166.63,0.832,979.15,3.07,0.408,571.6,0.181,2.99
S01352,frossen,3552.91,0.249,78.81,14.42,0.397,283.8,0.292,4.28
S01353,daglig,6111.2,0.408,10.78,5.59,0.258,8.7,0.689,6.63
S01354,ferskvare,6495.32,0.452,18.73,1.12,0.209,1.6,0.397,3.49
S01355,kampanje,4045.05,1.075,104.21,4.5,0.286,157.0,0.445,16.35
S01356,sesong,2279.51,0.624,65.93,15.44,0.177,322.3,0.331,3.78
S01357,reservedel,81.29,1.247,3078.54,53.18,0.437,3207.2,0.163,0.88
S01358,ikke-mat,404.65,0.784,222.79,16.4,0.407,1010.4,0.337,3.33
S01359,sesong,756.57,0.901,134.79,6.09,0.217,126.8,0.366,6.89
S01360,reservedel,22.27,2.198,1119.92,32.97,0.546,3568.6,0.233,0.43
S01361,reservedel,11.38,1.619,818.49,64.06,0.468,1941.0,0.082,0.76
S01362,daglig,3421.86,0.364,14.47,5.4,0.126,13.0,0.797,3.14
S01363,premium,125.6,0.932,346.94,3.07,0.174,849.1,0.169,2.33
S01364,daglig,2990.0,0.193,26.85,2.59,0.157,12.5,0.715,4.07
S01365,ikke-mat,595.44,1.587,170.48,10.23,0.492,832.4,0.368,2.71
S01366,ferskvare,3821.79,0.33,25.61,1.97,0.177,5.6,0.584,5.56
S01367,kampanje,911.01,0.6,60.51,10.09,0.318,57.2,0.533,12.2
S01368,reservedel,17.42,2.318,1396.43,41.64,0.425,2369.6,0.064,1.2
S01369,reservedel,27.85,1.148,3181.64,56.32,0.367,1603.0,0.116,1.44
S01370,kampanje,1689.37,1.006,108.9,8.56,0.334,96.2,0.555,13.7
S01371,ferskvare,3504.55,0.325,37.23,2.89,0.176,3.2,0.462,3.26
S01372,premium,73.73,1.559,1550.66,18.15,0.21,523.9,0.279,1.97
S01373,ikke-mat,1308.21,0.84,155.2,12.67,0.446,1433.8,0.312,3.28
S01374,sesong,498.84,0.645,131.59,8.3,0.251,96.1,0.271,6.64
S01375,frossen,3777.18,0.461,136.32,8.14,0.219,248.1,0.537,5.48
S01376,daglig,3297.22,0.366,38.87,5.93,0.119,19.6,0.637,3.85
S01377,ferskvare,2662.57,0.409,66.94,2.4,0.127,6.1,0.451,5.82
S01378,daglig,1843.25,0.401,55.42,5.29,0.262,15.3,0.685,5.48
S01379,kampanje,8687.87,0.739,61.31,13.03,0.258,52.9,0.424,17.11
S01380,ferskvare,14519.28,0.29,61.63,2.13,0.2,5.0,0.684,2.73
S01381,kampanje,5157.73,0.829,67.38,4.69,0.23,170.3,0.327,15.08
S01382,kampanje,2327.76,0.558,42.27,7.77,0.301,81.2,0.56,10.72
S01383,frossen,2389.13,0.338,94.67,26.92,0.209,328.5,0.431,4.8
S01384,daglig,5452.19,0.152,41.59,3.29,0.255,11.3,0.686,5.75
S01385,reservedel,106.51,2.038,2379.37,39.36,0.336,1208.0,0.087,1.53
S01386,ikke-mat,465.01,1.443,346.04,21.85,0.386,1256.8,0.307,0.79
S01387,premium,487.96,1.013,1693.18,20.96,0.296,1107.2,0.293,0.71
S01388,premium,267.42,0.999,1459.53,8.85,0.385,1018.1,0.309,0.86
S01389,reservedel,157.98,1.319,360.33,17.61,0.284,2420.1,0.132,0.53
S01390,ferskvare,2018.38,0.434,84.23,2.27,0.102,6.5,0.643,4.18
S01391,ikke-mat,135.88,1.179,357.69,17.83,0.212,449.9,0.15,1.01
S01392,frossen,1476.28,0.557,74.45,13.71,0.245,335.6,0.447,4.13
S01393,ferskvare,29016.52,0.378,58.48,1.7,0.218,2.0,0.387,1.19
S01394,reservedel,11.01,2.071,90.49,40.65,0.351,3041.7,0.012,0.1
S01395,ikke-mat,209.81,1.597,286.91,28.73,0.26,946.0,0.491,0.43
S01396,frossen,3086.06,0.205,115.27,10.22,0.32,449.2,0.213,2.66
S01397,kampanje,2594.18,0.799,115.19,5.01,0.285,98.6,0.412,11.34
S01398,kampanje,1025.17,0.952,101.28,8.05,0.321,164.0,0.641,19.04
S01399,sesong,498.55,0.858,133.33,15.68,0.347,194.7,0.397,7.89
S01400,kampanje,3514.08,1.038,39.08,7.49,0.278,142.2,0.586,18.0
S01401,ferskvare,2492.05,0.299,62.66,2.77,0.196,6.4,0.7,2.8
S01402,premium,64.94,1.094,927.95,7.32,0.224,416.8,0.289,0.43
S01403,premium,115.95,0.982,1567.89,10.98,0.175,1450.0,0.353,1.98
S01404,ferskvare,3551.92,0.295,72.44,1.42,0.173,2.1,0.602,2.23
S01405,ferskvare,1412.89,0.502,37.19,2.04,0.15,5.6,0.391,5.7
S01406,kampanje,5674.8,0.618,44.03,4.74,0.294,67.5,0.654,14.21
S01407,sesong,5622.52,0.548,53.23,9.81,0.172,117.5,0.475,7.67
S01408,sesong,1398.39,0.578,141.41,10.8,0.179,305.4,0.124,5.83
S01409,ferskvare,1396.38,0.431,41.52,1.15,0.249,2.0,0.402,2.18
S01410,premium,115.31,1.34,931.73,20.2,0.166,1323.9,0.118,1.17
S01411,ferskvare,12537.86,0.57,58.86,1.44,0.142,3.7,0.429,1.11
S01412,daglig,5959.18,0.334,55.22,3.91,0.169,18.8,0.478,5.75
S01413,ferskvare,3989.91,0.361,80.09,2.01,0.18,5.3,0.531,1.35
S01414,premium,322.51,1.515,285.24,5.18,0.361,953.7,0.215,1.62
S01415,frossen,2321.96,0.256,49.76,16.22,0.385,341.0,0.343,5.63
S01416,ikke-mat,292.48,1.211,96.6,23.44,0.395,1524.6,0.23,1.74
S01417,frossen,944.34,0.234,142.09,21.81,0.232,254.4,0.217,4.23
S01418,sesong,715.1,0.665,158.7,7.02,0.228,335.1,0.451,5.27
S01419,daglig,4175.38,0.38,41.42,2.61,0.115,21.1,0.6,3.43
S01420,ikke-mat,233.02,1.071,248.21,14.76,0.286,534.0,0.446,2.44
S01421,ikke-mat,215.68,1.1,290.25,20.22,0.376,1383.9,0.141,1.22
S01422,sesong,2285.24,0.677,85.83,16.75,0.183,252.6,0.223,5.67
S01423,kampanje,2818.97,0.773,59.13,11.16,0.24,172.1,0.699,17.83
S01424,ikke-mat,774.46,1.397,83.26,26.78,0.331,622.6,0.231,3.2
S01425,sesong,2129.28,0.69,127.6,18.22,0.303,177.3,0.357,9.0
S01426,premium,203.05,0.927,290.59,10.36,0.382,432.2,0.263,0.11
S01427,ferskvare,4586.53,0.434,67.93,1.21,0.227,5.3,0.348,5.9
S01428,reservedel,31.38,1.968,615.88,53.16,0.228,957.6,0.14,1.99
S01429,ikke-mat,154.67,1.222,386.85,12.21,0.344,1752.9,0.233,1.76
S01430,kampanje,2005.98,0.766,58.07,7.04,0.362,169.6,0.552,15.48
S01431,reservedel,40.18,1.196,540.01,16.95,0.462,1119.5,0.026,0.77
S01432,ferskvare,1295.23,0.301,25.96,1.51,0.181,5.5,0.641,4.76
S01433,kampanje,1242.42,0.888,83.34,8.12,0.265,79.8,0.359,17.56
S01434,ikke-mat,225.84,1.41,395.78,17.44,0.175,990.5,0.237,3.94
S01435,premium,298.47,1.067,1335.06,16.01,0.17,464.9,0.104,1.53
S01436,ikke-mat,326.91,1.331,250.08,28.15,0.21,473.9,0.467,3.61
S01437,kampanje,3730.73,1.18,96.53,10.74,0.245,107.0,0.629,18.32
S01438,ikke-mat,1069.41,1.227,329.07,18.21,0.296,489.7,0.15,3.04
S01439,reservedel,64.72,2.438,2276.47,10.25,0.325,2956.5,0.125,0.94
S01440,daglig,1845.65,0.211,46.07,2.41,0.201,10.9,0.419,2.86
S01441,ikke-mat,121.94,0.934,105.24,23.39,0.306,1742.7,0.366,2.13
S01442,premium,133.87,0.544,1721.06,20.22,0.233,984.2,0.161,1.64
S01443,sesong,1063.75,0.62,120.16,16.46,0.194,251.9,0.362,8.35
S01444,premium,17.74,0.723,432.13,5.78,0.286,1304.5,0.235,2.01
S01445,sesong,3042.55,0.867,115.22,10.61,0.333,212.0,0.175,6.38
S01446,ferskvare,2796.49,0.378,78.28,2.07,0.17,6.2,0.485,3.07
S01447,daglig,1606.09,0.269,19.03,4.35,0.129,12.1,0.624,3.61
S01448,daglig,4451.11,0.357,25.06,2.35,0.198,9.1,0.606,6.36
S01449,daglig,957.26,0.414,50.01,3.68,0.131,10.6,0.769,3.4
S01450,frossen,4692.77,0.401,111.19,20.01,0.243,282.8,0.575,2.95
S01451,reservedel,4.18,0.988,1737.9,20.31,0.449,3619.4,0.269,1.85
S01452,reservedel,266.78,1.822,812.67,63.97,0.276,1171.1,0.004,0.36
S01453,sesong,744.55,0.884,131.4,9.07,0.307,188.8,0.41,5.26
S01454,sesong,1047.22,0.641,54.4,14.37,0.3,289.7,0.243,6.63
S01455,kampanje,3700.83,0.597,57.62,6.23,0.275,44.1,0.537,16.06
S01456,premium,212.9,1.216,834.21,19.83,0.368,855.4,0.162,1.95
S01457,frossen,2749.0,0.512,185.98,26.93,0.326,524.7,0.565,2.01
S01458,frossen,2582.69,0.271,83.71,13.25,0.297,94.9,0.294,2.12
S01459,reservedel,35.41,2.596,1479.5,25.61,0.541,1051.6,0.292,1.43
S01460,ikke-mat,313.68,0.716,57.28,18.61,0.295,1595.3,0.357,1.73
S01461,premium,410.61,0.679,1267.22,13.9,0.393,755.4,0.184,2.51
S01462,sesong,1251.64,0.803,98.65,19.02,0.196,182.5,0.418,3.93
S01463,daglig,1969.54,0.188,13.96,5.37,0.256,13.6,0.447,3.48
S01464,premium,309.84,1.306,544.9,6.89,0.16,944.0,0.307,1.96
S01465,sesong,2550.41,0.686,141.82,15.34,0.167,307.1,0.334,7.57
S01466,frossen,3303.47,0.375,180.3,11.52,0.2,205.9,0.395,5.29
S01467,premium,415.92,1.001,825.3,7.17,0.215,1122.2,0.124,0.73
S01468,ikke-mat,367.32,1.292,68.64,22.61,0.327,1612.6,0.373,0.02
S01469,reservedel,51.49,2.094,1669.06,54.85,0.405,1679.2,0.031,0.41
S01470,sesong,1356.73,0.726,152.02,8.84,0.283,106.5,0.386,3.08
S01471,ikke-mat,535.2,0.816,273.56,14.39,0.315,816.0,0.481,1.16
S01472,ikke-mat,776.35,1.625,315.67,13.07,0.343,486.2,0.318,1.73
S01473,ferskvare,2767.26,0.32,21.12,1.78,0.18,3.3,0.551,3.53
S01474,premium,74.74,0.95,331.99,8.43,0.332,507.7,0.181,1.02
S01475,reservedel,181.29,1.496,689.92,35.24,0.341,3620.8,0.139,1.36
S01476,ikke-mat,446.72,1.355,149.75,20.19,0.291,981.6,0.492,1.11
S01477,daglig,3426.08,0.204,40.17,5.0,0.227,14.6,0.424,4.82
S01478,ferskvare,3753.11,0.52,63.02,2.74,0.217,3.2,0.553,4.74
S01479,premium,172.04,1.213,828.26,16.28,0.424,1356.6,0.147,0.61
S01480,reservedel,45.5,1.973,2903.93,28.83,0.539,2723.5,0.059,0.25
S01481,premium,231.87,1.374,1091.35,11.58,0.233,1439.3,0.317,2.33
S01482,ikke-mat,390.66,1.301,425.88,19.6,0.332,764.6,0.213,2.95
S01483,ikke-mat,94.13,1.743,225.72,7.43,0.383,378.9,0.415,2.1
S01484,kampanje,864.11,0.92,71.64,7.24,0.256,92.3,0.658,9.62
S01485,ikke-mat,517.77,1.113,103.4,24.02,0.186,1336.3,0.207,1.89
S01486,kampanje,929.7,1.025,114.83,6.22,0.391,78.8,0.523,16.42
S01487,daglig,8092.52,0.17,44.85,3.67,0.278,13.3,0.769,2.85
S01488,sesong,1249.47,0.604,53.63,6.5,0.281,131.1,0.329,9.86
S01489,reservedel,19.12,1.143,452.28,37.8,0.498,1588.6,0.044,1.28
S01490,kampanje,6184.44,0.924,113.38,6.91,0.302,151.0,0.577,17.02
S01491,reservedel,20.88,1.811,2322.94,51.86,0.468,1839.7,0.249,0.47
S01492,premium,112.67,0.88,606.13,14.94,0.219,1020.3,0.254,0.46
S01493,premium,170.05,1.306,837.2,7.19,0.239,301.8,0.108,2.92
S01494,kampanje,972.88,0.631,107.1,10.64,0.287,127.4,0.674,9.19
S01495,ferskvare,1799.85,0.523,89.57,1.63,0.242,3.1,0.586,5.41
S01496,sesong,2117.86,0.553,105.52,18.5,0.166,319.5,0.237,5.84
S01497,sesong,2821.1,0.515,104.66,7.37,0.336,303.4,0.194,5.08
S01498,kampanje,2276.19,0.814,101.73,9.65,0.286,137.9,0.483,9.54
S01499,daglig,5784.33,0.331,16.74,4.2,0.154,23.0,0.411,4.81
S01500,daglig,2709.43,0.249,10.78,3.88,0.253,9.3,0.694,5.51
S01501,frossen,7889.85,0.334,152.21,23.37,0.356,211.3,0.462,2.59
S01502,frossen,978.77,0.201,66.94,20.27,0.375,112.1,0.423,4.55
S01503,kampanje,1694.77,0.617,34.67,10.36,0.243,169.2,0.668,19.38
S01504,reservedel,35.62,2.119,2148.6,12.14,0.306,1325.8,0.111,1.91
S01505,premium,280.05,1.083,507.63,7.99,0.17,1002.5,0.297,2.52
S01506,premium,457.77,0.676,1388.87,5.42,0.262,839.9,0.115,0.47
S01507,reservedel,43.15,2.488,979.56,40.07,0.599,2380.3,0.123,1.86
S01508,kampanje,1050.39,0.667,73.54,8.27,0.359,36.3,0.547,16.53
S01509,sesong,1388.27,0.573,151.22,15.09,0.158,83.6,0.414,6.97
S01510,reservedel,148.31,2.396,832.23,19.63,0.446,3305.5,0.08,1.36
S01511,ferskvare,4484.81,0.566,23.85,1.05,0.216,3.2,0.459,5.0
S01512,sesong,3343.28,0.775,70.76,6.67,0.287,157.2,0.447,9.43
S01513,daglig,7499.3,0.221,54.64,3.81,0.242,26.0,0.511,2.71
S01514,premium,128.68,1.143,1464.57,9.3,0.223,1108.0,0.336,2.86
S01515,premium,171.17,1.342,1323.04,8.63,0.157,829.7,0.186,0.87
S01516,sesong,1697.91,0.917,95.49,18.41,0.207,253.3,0.323,9.47
S01517,frossen,7044.97,0.58,51.16,20.33,0.212,124.6,0.439,4.21
S01518,sesong,2751.94,0.687,126.51,20.88,0.205,158.6,0.229,8.34
S01519,premium,106.46,0.99,1172.49,17.92,0.304,788.2,0.18,1.55
S01520,kampanje,2578.38,1.098,58.89,5.29,0.248,110.2,0.667,11.61
S01521,daglig,7131.13,0.44,52.26,2.6,0.223,25.2,0.707,4.93
S01522,kampanje,1968.05,0.681,25.61,7.69,0.212,89.3,0.632,18.13
S01523,premium,215.16,1.237,1000.0,5.69,0.392,457.1,0.123,2.25
S01524,daglig,2428.96,0.268,44.64,5.65,0.107,21.4,0.487,4.84
S01525,ikke-mat,276.16,0.828,371.06,14.49,0.461,882.8,0.436,2.18
S01526,ferskvare,3885.34,0.496,74.0,1.97,0.164,4.5,0.534,3.13
S01527,kampanje,2929.95,0.844,80.53,13.87,0.252,64.8,0.371,16.27
S01528,premium,84.12,0.927,526.54,19.04,0.283,957.8,0.134,0.32
S01529,ikke-mat,61.06,1.167,147.83,13.74,0.152,877.6,0.148,0.51
S01530,daglig,4867.5,0.359,56.56,4.49,0.119,29.8,0.79,4.81
S01531,kampanje,1411.23,1.175,97.87,10.24,0.322,176.7,0.329,9.79
S01532,daglig,2986.37,0.194,29.16,3.13,0.149,7.6,0.627,4.41
S01533,daglig,2945.61,0.432,39.57,5.84,0.17,7.1,0.713,6.96
S01534,frossen,2011.27,0.45,144.07,10.06,0.311,199.4,0.207,5.47
S01535,daglig,4393.45,0.367,59.69,3.75,0.186,13.5,0.65,4.92
S01536,ferskvare,6351.84,0.375,24.81,2.72,0.224,3.1,0.576,3.46
S01537,kampanje,2749.83,0.898,25.78,5.75,0.356,87.2,0.314,10.01
S01538,premium,105.56,1.29,781.58,16.41,0.407,616.7,0.34,0.38
S01539,premium,51.95,0.558,303.24,4.89,0.401,875.9,0.384,1.61
S01540,ferskvare,3788.76,0.315,55.54,1.77,0.24,6.6,0.379,4.1
S01541,premium,285.15,0.637,1246.42,17.38,0.254,838.6,0.135,2.79
S01542,ikke-mat,61.35,0.85,169.39,25.64,0.395,375.2,0.173,3.0
S01543,premium,124.11,1.56,441.97,12.19,0.224,1124.0,0.333,1.19
S01544,ferskvare,5336.26,0.568,76.11,1.83,0.166,6.3,0.314,1.11
S01545,ikke-mat,632.24,0.784,164.11,20.73,0.214,807.5,0.287,0.91
S01546,sesong,7257.45,0.532,140.49,12.52,0.176,96.1,0.3,5.47
S01547,kampanje,2997.93,0.851,112.88,5.64,0.237,119.4,0.408,10.22
S01548,sesong,5345.96,0.488,127.91,9.51,0.346,115.9,0.242,5.62
S01549,premium,460.99,1.418,215.93,10.37,0.398,180.3,0.26,0.78
S01550,frossen,3063.39,0.368,99.64,25.73,0.307,496.7,0.491,3.4
S01551,ikke-mat,373.15,1.594,125.04,28.41,0.353,1258.2,0.307,2.22
S01552,ferskvare,2719.27,0.479,31.06,2.16,0.153,4.8,0.519,1.9
S01553,daglig,2817.23,0.315,43.63,4.61,0.25,11.8,0.444,6.02
S01554,ikke-mat,102.75,0.738,102.49,12.82,0.497,594.6,0.219,3.68
S01555,sesong,609.42,0.89,48.06,17.18,0.153,184.0,0.199,7.93
S01556,reservedel,64.26,1.69,2253.79,12.8,0.559,1778.3,0.05,0.45
S01557,frossen,4548.08,0.404,139.43,16.1,0.285,441.8,0.32,4.49
S01558,kampanje,2880.8,0.694,81.99,13.48,0.306,176.5,0.424,14.77
S01559,kampanje,2374.05,1.198,44.01,13.73,0.331,165.6,0.687,14.81
S01560,kampanje,2835.91,0.976,39.43,4.11,0.251,95.2,0.391,14.17
S01561,ferskvare,2856.02,0.563,87.47,2.78,0.193,2.2,0.677,1.87
S01562,ikke-mat,274.17,0.981,279.44,22.04,0.155,1500.9,0.17,1.19
S01563,premium,255.19,1.336,265.51,6.54,0.157,1176.2,0.395,1.98
S01564,kampanje,956.6,1.14,45.5,4.66,0.302,69.1,0.48,13.48
S01565,kampanje,13574.94,0.797,31.31,12.67,0.34,36.2,0.346,9.16
S01566,kampanje,877.59,0.588,35.71,12.48,0.366,147.5,0.546,16.68
S01567,kampanje,2014.32,1.026,93.65,12.04,0.311,62.0,0.334,13.03
S01568,ikke-mat,1265.77,0.803,59.54,12.51,0.489,918.2,0.196,1.61
S01569,kampanje,1512.49,0.962,22.73,9.11,0.207,131.6,0.674,18.89
S01570,kampanje,1698.08,1.033,99.31,12.64,0.252,97.6,0.389,8.29
S01571,kampanje,1549.6,0.711,104.71,8.96,0.399,149.0,0.648,17.28
S01572,ikke-mat,2551.2,0.678,416.03,8.45,0.287,1255.5,0.185,0.9
S01573,sesong,574.54,0.788,39.76,12.82,0.185,245.1,0.146,4.38
S01574,ferskvare,4367.85,0.332,70.28,1.55,0.135,2.8,0.652,2.99
S01575,reservedel,35.11,1.556,2545.42,69.43,0.411,2043.6,0.103,1.95
S01576,sesong,984.01,0.539,156.0,20.37,0.237,166.2,0.372,8.8
S01577,sesong,737.95,0.601,72.46,6.89,0.306,92.0,0.259,8.84
S01578,ferskvare,4424.38,0.353,86.12,1.25,0.233,1.4,0.465,4.16
S01579,sesong,1390.69,0.552,103.97,7.15,0.309,238.1,0.293,3.38
S01580,kampanje,1966.48,0.99,27.68,6.09,0.348,52.1,0.398,15.81
S01581,premium,82.44,0.639,913.79,13.67,0.286,1008.2,0.327,2.85
S01582,ikke-mat,175.08,0.796,155.63,8.7,0.288,1638.9,0.239,0.6
S01583,daglig,11672.66,0.206,48.89,5.29,0.18,21.2,0.573,3.57
S01584,frossen,2976.55,0.238,151.65,24.41,0.261,344.9,0.293,2.51
S01585,sesong,1948.61,0.841,65.33,18.1,0.224,172.5,0.4,6.57
S01586,ikke-mat,177.02,1.62,186.06,7.57,0.296,1203.0,0.344,3.34
S01587,daglig,4064.21,0.228,15.04,4.94,0.121,20.9,0.639,6.71
S01588,frossen,1901.28,0.281,185.08,19.02,0.292,426.5,0.561,3.05
S01589,reservedel,8.53,2.562,594.34,25.97,0.239,3074.8,0.295,0.59
S01590,reservedel,10.95,1.374,563.06,57.25,0.224,3555.6,0.278,0.24
S01591,ferskvare,1715.1,0.548,68.64,1.04,0.11,5.8,0.451,4.34
S01592,frossen,4579.46,0.369,58.66,15.12,0.374,239.0,0.225,5.84
S01593,sesong,2315.44,0.865,83.45,20.76,0.322,145.6,0.248,4.93
S01594,ikke-mat,201.98,1.367,259.0,29.15,0.315,1509.2,0.363,2.07
S01595,premium,90.46,1.207,399.8,17.33,0.29,594.9,0.347,1.03
S01596,daglig,1019.18,0.335,12.64,3.69,0.145,11.6,0.662,2.07
S01597,ikke-mat,357.02,0.959,417.99,17.17,0.365,1380.9,0.449,0.52
S01598,reservedel,146.57,2.589,107.72,52.49,0.444,2339.0,0.236,1.98
S01599,reservedel,452.96,2.119,1034.53,63.57,0.383,1201.9,0.256,1.89
S01600,daglig,6822.53,0.376,20.75,2.03,0.152,26.7,0.456,2.78
S01601,kampanje,1901.21,0.647,43.0,11.95,0.325,144.1,0.339,13.5
S01602,ikke-mat,182.66,0.919,117.68,14.54,0.267,635.8,0.482,1.93
S01603,reservedel,12.03,1.937,1812.61,65.92,0.365,3011.4,0.091,1.16
S01604,frossen,1221.24,0.45,152.34,25.4,0.385,183.7,0.278,4.2
S01605,premium,37.63,0.864,1059.62,4.16,0.203,370.6,0.108,2.17
S01606,reservedel,6.86,1.187,1678.2,29.41,0.357,1644.5,0.001,1.38
S01607,sesong,1002.68,0.545,73.08,7.56,0.219,134.2,0.124,9.09
S01608,daglig,3421.09,0.179,36.08,2.49,0.255,8.4,0.586,7.66
S01609,frossen,5576.68,0.44,196.68,15.1,0.33,158.5,0.457,3.01
S01610,sesong,857.43,0.494,98.25,8.8,0.286,288.0,0.439,9.95
S01611,premium,208.74,0.52,1648.14,14.08,0.276,735.9,0.327,2.5
S01612,ferskvare,5899.05,0.429,42.84,2.89,0.195,4.3,0.539,4.15
S01613,reservedel,26.13,2.388,2762.31,36.54,0.267,2409.6,0.186,1.05
S01614,ikke-mat,251.6,0.712,164.97,26.64,0.479,986.9,0.177,1.68
S01615,ikke-mat,420.71,0.929,175.05,21.39,0.368,1331.7,0.251,1.35
S01616,ferskvare,11174.28,0.583,44.64,2.21,0.178,6.3,0.448,3.17
S01617,frossen,2277.37,0.438,100.98,27.7,0.344,94.8,0.536,4.81
S01618,premium,355.0,0.76,438.91,14.31,0.282,1282.9,0.179,1.91
S01619,kampanje,2685.42,0.581,59.17,5.73,0.321,77.5,0.609,9.38
S01620,sesong,1011.18,0.747,32.87,5.58,0.212,245.8,0.485,3.64
S01621,ikke-mat,993.96,1.403,256.46,29.17,0.326,1588.9,0.205,3.23
S01622,ikke-mat,53.34,1.692,171.63,26.15,0.183,1354.5,0.237,2.63
S01623,kampanje,2200.45,0.7,24.24,8.27,0.368,140.7,0.616,17.69
S01624,ferskvare,2811.66,0.428,23.49,2.2,0.208,4.7,0.598,1.59
S01625,ferskvare,6972.62,0.557,33.37,1.98,0.173,2.6,0.445,1.93
S01626,premium,98.27,1.504,706.57,12.15,0.409,759.2,0.349,1.34
S01627,premium,105.68,0.637,1178.39,17.89,0.191,1344.9,0.208,1.28
S01628,ferskvare,4203.4,0.564,54.36,1.55,0.126,2.6,0.612,2.62
S01629,sesong,917.88,0.689,75.77,13.06,0.264,362.2,0.46,7.87
S01630,ikke-mat,397.25,1.703,407.03,27.17,0.318,614.2,0.402,1.55
S01631,ferskvare,3969.27,0.446,40.01,2.38,0.197,4.1,0.322,5.68
S01632,kampanje,1593.39,0.842,65.6,7.65,0.335,32.1,0.649,9.23
S01633,reservedel,47.18,1.013,1834.8,29.88,0.581,2933.5,0.152,0.86
S01634,reservedel,397.36,2.035,1683.46,33.88,0.33,2786.9,0.176,1.7
S01635,reservedel,81.83,1.712,2459.38,34.9,0.541,1678.2,0.208,1.79
S01636,frossen,2301.23,0.337,151.55,11.35,0.212,446.1,0.523,2.09
S01637,reservedel,168.21,2.439,2539.1,64.04,0.533,3573.8,0.189,0.45
S01638,reservedel,34.64,2.178,569.74,65.79,0.282,3286.6,0.145,1.68
S01639,frossen,3517.16,0.479,72.41,23.82,0.364,222.9,0.21,3.72
S01640,reservedel,29.95,2.292,894.62,66.62,0.589,3382.9,0.18,0.53
S01641,sesong,3452.87,0.939,79.04,5.94,0.35,315.7,0.189,8.08
S01642,premium,147.03,1.114,780.54,9.86,0.223,531.8,0.236,0.74
S01643,kampanje,1111.18,1.012,87.71,6.42,0.208,154.9,0.649,19.75
S01644,ferskvare,2550.41,0.472,82.07,1.9,0.218,6.7,0.619,3.08
S01645,reservedel,58.78,1.524,2640.2,52.09,0.3,2804.8,0.114,1.12
S01646,ferskvare,1570.39,0.433,69.74,2.46,0.213,3.3,0.576,2.19
S01647,reservedel,9.81,2.067,2925.43,28.29,0.538,1631.6,0.166,1.66
S01648,ferskvare,6050.28,0.552,76.12,1.55,0.249,6.6,0.472,1.24
S01649,premium,255.75,1.546,1530.68,10.14,0.167,842.5,0.213,0.37
S01650,kampanje,9871.63,0.649,40.58,11.54,0.276,95.5,0.539,19.52
S01651,ferskvare,4036.83,0.51,68.95,2.38,0.174,4.4,0.485,2.97
S01652,premium,134.77,0.891,885.65,13.43,0.3,318.2,0.202,1.13
S01653,premium,187.19,0.509,334.94,11.95,0.207,813.1,0.272,2.8
S01654,ikke-mat,490.86,0.637,202.29,24.84,0.241,1715.5,0.312,0.37
S01655,ferskvare,4775.54,0.597,79.73,1.64,0.215,2.3,0.454,4.49
S01656,sesong,3898.74,0.67,94.46,8.52,0.231,79.2,0.443,3.16
S01657,premium,119.92,1.024,650.49,10.2,0.314,1000.3,0.382,1.0
S01658,ikke-mat,74.26,1.682,166.09,26.63,0.485,1602.3,0.328,2.89
S01659,ikke-mat,67.88,1.769,150.45,24.81,0.327,623.2,0.357,3.17
S01660,ferskvare,2775.41,0.543,42.44,2.83,0.197,5.8,0.409,3.23
S01661,kampanje,1040.78,0.813,98.03,11.44,0.37,140.9,0.679,13.98
S01662,reservedel,3.25,2.093,398.42,32.02,0.421,2931.3,0.163,1.56
S01663,sesong,1676.47,0.758,102.42,8.64,0.248,227.3,0.427,6.23
S01664,premium,172.12,1.036,1540.72,13.28,0.246,1358.8,0.147,0.98
S01665,sesong,820.02,0.846,123.67,19.31,0.33,297.1,0.176,5.2
S01666,ferskvare,4950.54,0.459,55.41,2.83,0.231,5.4,0.653,1.57
